,Date,Open,High,Low,Close,Volume
0,2016-11-08,1053.75,1057.5,1053.75,1057.5,3244
1,2017-01-24,1000.0,1015.0,1000.0,1015.0,641
2,2017-02-13,1010.0,1020.0,1010.0,1020.0,466
3,2017-03-13,1030.0,1035.0,1030.0,1035.0,1256
4,2017-03-22,1025.0,1040.0,1025.0,1032.5,17110
5,2017-03-28,1037.5,1037.5,1037.5,1037.5,2076
6,2017-04-10,1054.99,1055.0,1054.99,1055.0,201
7,2017-05-30,1040.57,1040.57,1040.57,1040.57,100
8,2017-06-26,1040.75,1040.75,1040.75,1040.75,360
9,2017-08-01,1025.98,1025.98,1025.98,1025.98,334
10,2017-09-06,1086.0,1086.0,1086.0,1086.0,160
